Make,Model,Ex-Showroom_Price,Body_Type,Fuel_Type,Type,Seating_Capacity,Displacement,Number_of_Airbags
Mahindra,Xuv500,1610180.0,SUV,Petrol,Automatic,7.0,2179.0,2.0
Mahindra,Xuv500,1418313.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Mahindra,Xuv500,1539488.0,SUV,Diesel,Automatic,7.0,2179.0,6.0
Mahindra,Xuv500,1588943.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Mahindra,Xuv500,1710118.0,SUV,Diesel,Automatic,7.0,2179.0,2.0
Mahindra,Xuv500,1716319.0,SUV,Diesel,Manual,7.0,2179.0,6.0
Mahindra,Xuv500,1837586.0,SUV,Diesel,Automatic,7.0,2179.0,6.0
Mahindra,Xuv500,1741319.0,SUV,Diesel,Manual,7.0,2179.0,6.0
Mahindra,Xuv500,1862586.0,SUV,Diesel,Automatic,7.0,2179.0,6.0
Mahindra,Xuv500,1852488.0,SUV,Diesel,Manual,7.0,2179.0,6.0
Mahindra,Xuv500,1973664.0,SUV,Diesel,Automatic,7.0,2179.0,6.0
Mahindra,Xuv500,1230924.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Mahindra,E Verito,1293214.0,Sedan,Electric,Automatic,5.0,72.0,2.0
Mahindra,E Verito,1267208.0,Sedan,Electric,Automatic,5.0,72.0,2.0
Mahindra,E Verito,1303241.0,Sedan,Electric,Automatic,5.0,72.0,2.0
Tata,Hexa,1639374.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Tata,Hexa,1929417.0,SUV,Diesel,Manual,6.0,2179.0,6.0
Tata,Hexa,1912593.0,SUV,Diesel,Automatic,6.0,2179.0,6.0
Tata,Hexa,1796458.0,SUV,Diesel,Manual,6.0,2179.0,6.0
Tata,Hexa,1371864.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Tata,Hexa,1531377.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Tata,Hexa,1655587.0,SUV,Diesel,Automatic,7.0,2179.0,2.0
Toyota,Innova Crysta,1605000.0,MUV,Diesel,Manual,7.0,2393.0,3.0
Toyota,Innova Crysta,1927000.0,MUV,Diesel,Manual,7.0,2393.0,3.0
Toyota,Innova Crysta,1610000.0,MUV,Diesel,Manual,8.0,2393.0,3.0
Toyota,Innova Crysta,1932000.0,MUV,Diesel,Manual,8.0,2393.0,3.0
Toyota,Innova Crysta,2113000.0,MUV,Diesel,Manual,7.0,2393.0,7.0
Toyota,Innova Crysta,1620000.0,MUV,Petrol,Automatic,8.0,2694.0,7.0
Toyota,Innova Crysta,1615000.0,MUV,Petrol,Automatic,7.0,2694.0,7.0
Toyota,Innova Crysta,2103000.0,MUV,Petrol,Automatic,7.0,2393.0,7.0
Toyota,Innova Crysta,1807000.0,MUV,Petrol,Manual,7.0,2393.0,3.0
Toyota,Innova Crysta,1493000.0,MUV,Petrol,Manual,7.0,2755.0,7.0
Toyota,Innova Crysta,1498000.0,MUV,Petrol,Manual,8.0,2755.0,7.0
Toyota,Innova Crysta,2097000.0,MUV,Diesel,Manual,7.0,2393.0,3.0
Toyota,Innova Crysta,1892000.0,MUV,Petrol,Manual,7.0,2393.0,3.0
Toyota,Innova Crysta,2171000.0,MUV,Petrol,Automatic,7.0,2694.0,7.0
Toyota,Innova Crysta,1592000.0,MUV,Diesel,Manual,7.0,2393.0,3.0
Toyota,Innova Crysta,1587000.0,MUV,Diesel,Manual,8.0,2393.0,3.0
Jeep,Compass,1996000.0,SUV,Petrol,Automatic,5.0,1368.0,2.0
Jeep,Compass,1560000.0,SUV,Petrol,Manual,5.0,1368.0,2.0
Jeep,Compass,2055000.0,SUV,Petrol,Automatic,5.0,1368.0,2.0
Jeep,Compass,1661000.0,SUV,Diesel,Manual,5.0,1956.0,2.0
Jeep,Compass,1803000.0,SUV,Diesel,Manual,5.0,1956.0,2.0
Jeep,Compass,1888000.0,SUV,Diesel,Manual,5.0,1956.0,2.0
Jeep,Compass,1973000.0,SUV,Diesel,Manual,5.0,1956.0,2.0
Jeep,Compass,2022000.0,SUV,Diesel,Manual,5.0,1956.0,2.0
Jeep,Compass,2151000.0,SUV,Diesel,Manual,5.0,1956.0,6.0
Jeep,Compass,2199000.0,SUV,Diesel,Manual,5.0,1956.0,6.0
Jeep,Compass,2167000.0,SUV,Petrol,Automatic,5.0,1368.0,6.0
Jeep,Compass,2133000.0,SUV,Diesel,Manual,5.0,1956.0,6.0
Jeep,Compass,2311000.0,SUV,Diesel,Manual,5.0,1956.0,6.0
Jeep,Compass,1699000.0,SUV,Diesel,Manual,5.0,1956.0,2.0
Jeep,Compass,1599000.0,SUV,Petrol,Manual,5.0,1368.0,2.0
Jeep,Compass,1900000.0,SUV,Petrol,Automatic,5.0,1368.0,2.0
Jeep,Compass,2070000.0,SUV,Petrol,Automatic,5.0,1368.0,6.0
Jeep,Compass,2036300.0,SUV,Diesel,Manual,5.0,1956.0,2.0
Jeep,Compass,2214000.0,SUV,Diesel,Manual,5.0,1956.0,6.0
Jeep,Compass,2499000.0,SUV,Diesel,Automatic,5.0,1956.0,6.0
Jeep,Compass,2196000.0,SUV,Diesel,Automatic,5.0,1956.0,2.0
Toyota,Corolla Altis,1645000.0,Sedan,Petrol,Manual,5.0,1798.0,3.0
Toyota,Corolla Altis,1806000.0,Sedan,Petrol,Automatic,5.0,1798.0,3.0
Toyota,Corolla Altis,1882000.0,Sedan,Petrol,Manual,5.0,1798.0,7.0
Toyota,Corolla Altis,1936000.0,Sedan,Diesel,Manual,5.0,1364.0,3.0
Toyota,Corolla Altis,1771000.0,Sedan,Diesel,Manual,5.0,1364.0,3.0
Toyota,Corolla Altis,2019000.0,Sedan,Petrol,Automatic,5.0,1798.0,7.0
Honda,Civic,1793900.0,Sedan,Petrol,Automatic,5.0,1799.0,4.0
Honda,Civic,1944900.0,Sedan,Petrol,Automatic,5.0,1799.0,4.0
Honda,Civic,2124900.0,Sedan,Petrol,Automatic,5.0,1799.0,8.0
Honda,Civic,2054900.0,Sedan,Diesel,Manual,5.0,1597.0,4.0
Honda,Civic,2234900.0,Sedan,Diesel,Manual,5.0,1597.0,8.0
Mg,Zs Ev,2088000.0,SUV,Electric,Automatic,5.0,1858.804588607595,6.0
Mg,Zs Ev,2358000.0,SUV,Electric,Automatic,5.0,1858.804588607595,6.0
Kia,Carnival,2495000.0,MUV,Diesel,Automatic,7.0,2199.0,2.0
Kia,Carnival,2515000.0,MUV,Diesel,Automatic,7.0,2199.0,2.0
Kia,Carnival,2895000.0,MUV,Diesel,Automatic,7.0,2199.0,6.0
Kia,Carnival,2995000.0,MUV,Diesel,Automatic,7.0,2199.0,6.0
Kia,Carnival,3395000.0,MUV,Diesel,Automatic,7.0,2199.0,6.0
Skoda,Superb,2599599.0,Sedan,Petrol,Manual,5.0,1798.0,8.0
Skoda,Superb,2779599.0,Sedan,Petrol,Automatic,5.0,1798.0,8.0
Skoda,Superb,3099599.0,Sedan,Petrol,Automatic,5.0,1798.0,8.0
Skoda,Superb,3349599.0,Sedan,Diesel,Automatic,5.0,1968.0,8.0
Skoda,Superb,3029599.0,Sedan,Diesel,Automatic,5.0,1968.0,8.0
Skoda,Superb,2599599.0,Sedan,Petrol,Automatic,5.0,1798.0,8.0
Skoda,Superb,2849599.0,Sedan,Diesel,Automatic,5.0,1968.0,8.0
Volvo,V40,2769000.0,Hatchback,Diesel,Automatic,5.0,1984.0,7.0
Volvo,V40,3191000.0,Hatchback,Diesel,Automatic,5.0,1984.0,7.0
Toyota,Fortuner,3205000.0,SUV,Diesel,Automatic,7.0,2755.0,7.0
Toyota,Fortuner,3019000.0,SUV,Diesel,Manual,7.0,2755.0,7.0
Toyota,Fortuner,3216000.0,SUV,Diesel,Manual,7.0,2755.0,7.0
Toyota,Fortuner,3395000.0,SUV,Diesel,Automatic,7.0,2755.0,7.0
Toyota,Fortuner,2977000.0,SUV,Petrol,Automatic,7.0,2694.0,7.0
Toyota,Fortuner,2818000.0,SUV,Petrol,Manual,7.0,2694.0,7.0
Toyota,Fortuner,3420000.0,SUV,Diesel,Automatic,7.0,2755.0,7.0
Ford,Endeavour,3470000.0,SUV,Diesel,Automatic,7.0,3198.0,7.0
Ford,Endeavour,3233000.0,SUV,Diesel,Automatic,7.0,2198.0,7.0
Ford,Endeavour,2920000.0,SUV,Diesel,Manual,7.0,2198.0,6.0
Mini,Cooper 3 Door,2990000.0,Hatchback,Diesel,Automatic,4.0,1496.0,2.0
Mini,Cooper 3 Door,3420000.0,Hatchback,Petrol,Automatic,5.0,1998.0,2.0
Skoda,Kodiaq Scout,3399000.0,SUV,Diesel,Automatic,7.0,1968.0,9.0
Bmw,X1,3520000.0,"Crossover, SUV",Diesel,Automatic,5.0,1995.0,6.0
Bmw,X1,3930000.0,"SUV, Crossover",Diesel,Automatic,5.0,1995.0,6.0
Bmw,X1,4570000.0,"SUV, Crossover",Diesel,Automatic,5.0,1995.0,6.0
Bmw,X1,4240000.0,SUV,Diesel,Automatic,5.0,1995.0,6.0
Bmw,X1,3830000.0,"Crossover, SUV",Petrol,Automatic,5.0,1998.0,6.0
Volvo,S60,5602000.0,Sedan,Petrol,Automatic,5.0,1969.0,6.0
Volvo,S60,3850500.0,Sedan,Diesel,Automatic,5.0,1984.0,6.0
Bmw,3-Series,4140000.0,Sedan,Diesel,Automatic,5.0,1995.0,6.0
Bmw,3-Series,4690000.0,Sedan,Diesel,Automatic,5.0,1995.0,6.0
Bmw,3-Series,4790000.0,Sedan,Petrol,Automatic,5.0,1998.0,6.0
Volvo,S60 Cross Country,4426500.0,"Sedan, Crossover",Diesel,Automatic,4.0,2400.0,6.0
Audi,Q5,5021200.0,SUV,Diesel,Automatic,5.0,1968.0,8.0
Audi,Q5,5621200.0,SUV,Diesel,Automatic,5.0,1968.0,8.0
Audi,Q5,5021200.0,SUV,Petrol,Automatic,5.0,1984.0,8.0
Audi,Q5,5621200.0,SUV,Petrol,Automatic,5.0,1984.0,8.0
Land Rover Rover,Range Evoque,5494000.0,SUV,Diesel,Automatic,5.0,1999.0,6.0
Land Rover Rover,Range Evoque,5985000.0,SUV,Diesel,Automatic,5.0,1999.0,6.0
Land Rover Rover,Range Evoque,5494000.0,SUV,Petrol,Automatic,5.0,1997.0,6.0
Land Rover Rover,Range Evoque,5985000.0,SUV,Petrol,Automatic,5.0,1997.0,6.0
,Mercedes-Benz E-Class,5861062.0,Sedan,Petrol,Automatic,5.0,1991.0,7.0
,Mercedes-Benz E-Class,7285332.0,Sedan,Diesel,Automatic,5.0,2987.0,7.0
,Mercedes-Benz E-Class,5964321.0,Sedan,Diesel,Automatic,5.0,2987.0,7.0
,Mercedes-Benz E-Class,15000000.0,Sedan,Petrol,Automatic,4.0,5461.0,6.0
,Mercedes-Benz E-Class,5750000.0,Sedan,Petrol,Automatic,5.0,1991.0,7.0
,Mercedes-Benz E-Class,6150000.0,Sedan,Petrol,Automatic,5.0,1991.0,7.0
,Mercedes-Benz E-Class,5850000.0,Sedan,Diesel,Automatic,5.0,2987.0,7.0
,Mercedes-Benz E-Class,6250000.0,Sedan,Diesel,Automatic,5.0,2987.0,7.0
Volvo,Xc60,5990000.0,SUV,Diesel,Automatic,5.0,1969.0,8.0
Bmw,X4,6060000.0,SUV,Diesel,Automatic,5.0,1995.0,6.0
Bmw,X4,6590000.0,SUV,Diesel,Automatic,5.0,2993.0,6.0
Bmw,X4,6350000.0,SUV,Petrol,Automatic,5.0,1998.0,6.0
Jeep,Wrangler,6394000.0,SUV,Petrol,Automatic,5.0,1999.0,6.0
,Mercedes-Benz C-Class Cabriolet,6426497.0,Convertible,Petrol,Automatic,4.0,1991.0,8.0
Bmw,Z4 Roadster,6490000.0,"Sports, Convertible",Petrol,Automatic,2.0,1998.0,4.0
Bmw,Z4 Roadster,7890000.0,"Sports, Convertible",Petrol,Automatic,2.0,2998.0,4.0
,Mercedes-Benz V-Class,6840000.0,MUV,Diesel,Automatic,7.0,2143.0,6.0
,Mercedes-Benz V-Class,8190000.0,MUV,Diesel,Automatic,6.0,2143.0,6.0
,Mercedes-Benz V-Class,11000000.0,MPV,Diesel,Automatic,6.0,1950.0,10.0
Audi,Q7,7221500.0,SUV,Diesel,Automatic,7.0,2967.0,8.0
Audi,Q7,8021500.0,SUV,Diesel,Automatic,7.0,2967.0,8.0
Audi,Q7,6921500.0,SUV,Petrol,Automatic,7.0,1984.0,8.0
Audi,Q7,7621500.0,SUV,Petrol,Automatic,7.0,1984.0,8.0
Audi,Q7,8111500.0,SUV,Diesel,Automatic,7.0,2967.0,8.0
Audi,Q7,7711500.0,SUV,Petrol,Automatic,7.0,1984.0,8.0
Land Rover Rover,Range Evoque Convertible,6952964.0,Convertible,Petrol,Automatic,4.0,1998.0,7.0
Land Rover Rover,Range Velar,7246802.0,SUV,Diesel,Automatic,5.0,1999.0,6.0
Land Rover Rover,Range Velar,7246802.0,SUV,Petrol,Automatic,5.0,1997.0,6.0
,Mercedes-Benz E-Class All Terrain,7500000.0,SUV,Diesel,Automatic,5.0,1950.0,7.0
Volvo,Xc90,8790000.0,SUV,Diesel,Automatic,7.0,1969.0,6.0
Volvo,Xc90,8090000.0,SUV,Diesel,Automatic,7.0,1969.0,6.0
Volvo,Xc90,13124000.0,SUV,Hybrid,Automatic,4.0,1969.0,6.0
Volvo,Xc90,9665000.0,SUV,Hybrid,Automatic,7.0,1969.0,7.0
Volvo,Xc90,8491500.0,SUV,Diesel,Automatic,7.0,1969.0,6.0
Land Rover Rover,Range Sport,20517853.0,SUV,Petrol,Automatic,5.0,4999.0,2.0
Land Rover Rover,Range Sport,8670586.0,SUV,Petrol,Automatic,7.0,1997.0,8.0
Land Rover Rover,Range Sport,9448181.0,SUV,Petrol,Automatic,7.0,1997.0,8.0
Land Rover Rover,Range Sport,11476911.0,SUV,Petrol,Automatic,7.0,2995.0,8.0
Land Rover Rover,Range Sport,15600000.0,SUV,Petrol,Automatic,7.0,1997.0,8.0
Land Rover Rover,Range Sport,13228725.0,SUV,Petrol,Automatic,7.0,2995.0,8.0
Land Rover Rover,Range Sport,17940227.0,SUV,Petrol,Automatic,5.0,4999.0,8.0
Land Rover Rover,Range Sport,10373732.0,SUV,Diesel,Automatic,5.0,2993.0,8.0
Land Rover Rover,Range Sport,11913021.0,SUV,Diesel,Automatic,5.0,2993.0,8.0
Land Rover Rover,Range Sport,14908985.0,SUV,Diesel,Automatic,7.0,4367.0,8.0
Jaguar,Xj,9738609.0,Sedan,Diesel,Automatic,5.0,2993.0,6.0
Jaguar,Xj,10725145.0,Sedan,Diesel,Automatic,5.0,2993.0,6.0
Jaguar,Xj,11129599.0,Sedan,Diesel,Automatic,5.0,2993.0,6.0
Porsche,Cayenne,15806000.0,SUV,Hybrid,Automatic,5.0,2995.0,10.0
Porsche,Cayenne,19210000.0,SUV,Petrol,Automatic,5.0,3996.0,10.0
Porsche,Cayenne,11936000.0,SUV,Petrol,Automatic,5.0,2995.0,10.0
Maserati,Ghibli,13387856.0,Unknown,Diesel,Automatic,5.0,2987.0,2.0
Maserati,Ghibli,13881858.0,Unknown,Diesel,Automatic,5.0,2987.0,2.0
Maserati,Ghibli,14247814.0,Unknown,Diesel,Automatic,5.0,2987.0,2.0
Toyota,Land Cruiser,14699000.0,SUV,Diesel,Automatic,7.0,4461.0,8.0
Audi,Rs7,17072000.0,"Sedan, Coupe",Petrol,Automatic,4.0,3993.0,8.0
Land Rover Rover,Range,26037526.0,SUV,Petrol,Automatic,7.0,4999.0,10.0
Land Rover Rover,Range,32522000.0,SUV,Petrol,Automatic,5.0,4999.0,8.0
Land Rover Rover,Range,19527130.0,SUV,Petrol,Automatic,7.0,2995.0,8.0
Land Rover Rover,Range,40499548.0,SUV,Petrol,Automatic,5.0,4999.0,8.0
Land Rover Rover,Range,18185267.0,SUV,Diesel,Automatic,5.0,2993.0,8.0
Land Rover Rover,Range,19527130.0,SUV,Diesel,Automatic,7.0,2993.0,8.0
Land Rover Rover,Range,25174051.0,SUV,Diesel,Automatic,7.0,4367.0,8.0
Land Rover Rover,Range,39294685.0,SUV,Diesel,Automatic,4.0,4367.0,8.0
Land Rover Rover,Range,23675691.0,SUV,Diesel,Automatic,7.0,4367.0,8.0
Land Rover Rover,Range,21398758.0,SUV,Petrol,Automatic,7.0,2995.0,8.0
Maserati,Grancabrio,19865675.0,Convertible,Petrol,Automatic,4.0,4691.0,4.0
,Mercedes-Benz Amg-Gt,21583466.0,Coupe,Petrol,Automatic,2.0,3982.0,8.0
,Mercedes-Benz Amg-Gt,23264134.0,Coupe,Petrol,Automatic,2.0,3982.0,8.0
,Mercedes-Benz Amg-Gt,22733626.0,Coupe,Petrol,Automatic,2.0,3982.0,8.0
,Mercedes-Benz Amg Gt 4-Door Coupe,24200000.0,Coupe,Petrol,Automatic,4.0,1858.804588607595,2.0
Lamborghini,Huracan,37133704.0,Coupe,Petrol,Automatic,2.0,5204.0,4.0
Lamborghini,Huracan,32452486.0,Coupe,Petrol,Automatic,2.0,5204.0,4.0
Lamborghini,Huracan,35150732.0,Coupe,Petrol,Automatic,2.0,5204.0,4.0
Lamborghini,Huracan,37614126.0,Coupe,Petrol,Automatic,2.0,5204.0,4.0
Lamborghini,Huracan,35535000.0,Coupe,Petrol,Automatic,2.0,5204.0,4.0
Lamborghini,Huracan,40742932.0,Coupe,Petrol,Automatic,2.0,5204.0,4.0
Lamborghini,Huracan,37300000.0,Coupe,Petrol,Automatic,2.0,5204.0,4.0
Lamborghini,Huracan,41000000.0,Convertible,Petrol,Automatic,2.0,5204.0,4.0
Lamborghini,Huracan,32200000.0,Coupe,Petrol,Automatic,2.0,5204.0,4.0
Ferrari,488 Gtb,36761413.0,Coupe,Petrol,Automatic,2.0,3902.0,4.0
Ferrari,488 Gtb,39319552.0,Coupe,Petrol,Automatic,2.0,3902.0,4.0
Ferrari,Gtc4 Lusso,42000000.0,Coupe,Petrol,Automatic,4.0,3900.0,4.0
Ferrari,Gtc4 Lusso,52000000.0,Coupe,Petrol,Automatic,4.0,6262.0,4.0
Lamborghini,Aventador,47893943.0,Convertible,Petrol,Automatic,2.0,6498.0,6.0
Lamborghini,Aventador,53210327.0,Convertible,Petrol,Automatic,2.0,6498.0,6.0
Lamborghini,Aventador,47467700.0,Coupe,Petrol,Automatic,2.0,6498.0,6.0
,Rolls-Royce Dawn,59216193.0,Convertible,Petrol,Automatic,4.0,6598.0,8.0
,Rolls-Royce Drophead Coupe,83755383.0,Convertible,Petrol,Automatic,4.0,6749.0,6.0
Maruti Suzuki,Omni,282778.0,MPV,Petrol,Manual,5.0,796.0,2.0
Maruti Suzuki,Omni,284485.0,MPV,Petrol,Manual,8.0,796.0,2.0
,Go+,412292.0,MPV,Petrol,Manual,7.0,1198.0,2.0
,Go+,552656.0,MPV,Petrol,Manual,7.0,1198.0,2.0
,Go+,574448.0,MPV,Petrol,Manual,7.0,1198.0,2.0
,Go+,555196.0,MPV,Petrol,Manual,7.0,1198.0,2.0
,Go+,500575.0,MPV,Petrol,Manual,7.0,1198.0,2.0
,Go+,593361.0,MPV,Petrol,Manual,7.0,1198.0,2.0
,Go+,615153.0,MPV,Petrol,Manual,7.0,1198.0,2.0
,Go+,658361.0,MPV,Petrol,Manual,7.0,1198.0,2.0
,Go+,680153.0,MPV,Petrol,Manual,7.0,1198.0,2.0
Fiat,Punto Evo Pure,482330.0,Hatchback,Petrol,Manual,5.0,1172.0,2.0
Fiat,Punto Evo Pure,575947.0,Hatchback,Diesel,Manual,5.0,1248.0,1.0
Ford,Figo,523000.0,Hatchback,Petrol,Manual,5.0,1194.0,2.0
Ford,Figo,623000.0,Hatchback,Diesel,Manual,5.0,1498.0,2.0
Ford,Figo,599900.0,Hatchback,Petrol,Manual,5.0,1196.0,2.0
Ford,Figo,699900.0,Hatchback,Diesel,Manual,5.0,1498.0,2.0
Ford,Figo,664900.0,Hatchback,Petrol,Manual,5.0,1194.0,6.0
Ford,Figo,764900.0,Hatchback,Diesel,Manual,5.0,1498.0,6.0
Maruti Suzuki,Baleno,746621.0,Hatchback,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Baleno,868221.0,Hatchback,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Baleno,668611.0,Hatchback,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Baleno,807921.0,Hatchback,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Baleno,758212.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki,Baleno,890212.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Maruti Suzuki,Baleno,636612.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki,Baleno,768612.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Maruti Suzuki,Baleno,558602.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki,Baleno,697912.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki,Baleno,733412.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki,Baleno,789912.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki,Baleno,829912.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Hyundai,Grand I10,586428.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Grand I10,620637.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Grand I10,652328.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Hyundai,Grand I10,705538.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Hyundai,Grand I10,640537.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Grand I10,653452.0,Hatchback,CNG,Manual,5.0,1197.0,2.0
Fiat,Linea Classic,751203.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Fiat,Linea Classic,646336.0,Sedan,Petrol,Manual,5.0,1368.0,2.0
Fiat,Linea Classic,808558.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Nissan,Sunny,707025.0,Sedan,Petrol,Manual,5.0,1498.0,1.0
Nissan,Sunny,836461.0,Sedan,Petrol,Manual,5.0,1498.0,1.0
Nissan,Sunny,912534.0,Sedan,Diesel,Manual,5.0,1461.0,1.0
Nissan,Sunny,993997.0,Sedan,Diesel,Manual,5.0,1461.0,2.0
Nissan,Sunny,860997.0,Sedan,Diesel,Manual,5.0,1461.0,1.0
Nissan,Sunny,993997.0,Sedan,Petrol,Automatic,5.0,1498.0,2.0
Nissan,Sunny,877285.0,Sedan,Diesel,Manual,5.0,1461.0,2.0
Maruti Suzuki,Ertiga,759000.0,MPV,Petrol,Manual,7.0,1462.0,2.0
Maruti Suzuki,Ertiga,917000.0,MPV,Petrol,Manual,7.0,1462.0,2.0
Maruti Suzuki,Ertiga,936000.0,MUV,Petrol,Automatic,7.0,1462.0,2.0
Maruti Suzuki,Ertiga,971000.0,MUV,Petrol,Manual,7.0,1462.0,2.0
Maruti Suzuki,Ertiga,834000.0,MUV,Petrol,Manual,7.0,1462.0,2.0
Maruti Suzuki,Ertiga,1013000.0,MPV,Petrol,Automatic,7.0,1462.0,2.0
Maruti Suzuki,Ertiga,986689.0,MPV,Diesel,Manual,7.0,1498.0,2.0
Maruti Suzuki,Ertiga,1069689.0,MPV,Diesel,Manual,7.0,1498.0,2.0
Maruti Suzuki,Ertiga,1120689.0,MPV,Diesel,Manual,7.0,1498.0,2.0
Maruti Suzuki,Ertiga,887689.0,MUV,CNG + Petrol,Manual,7.0,1462.0,2.0
Maruti Suzuki,Baleno Rs,788913.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Honda,Wr-V,1035000.0,SUV,Diesel,Manual,5.0,1498.0,2.0
Honda,Wr-V,925000.0,SUV,Petrol,Manual,5.0,1199.0,2.0
Honda,Wr-V,925000.0,SUV,Diesel,Manual,5.0,1498.0,2.0
Honda,Wr-V,815000.0,SUV,Petrol,Manual,5.0,1199.0,2.0
Honda,Wr-V,916050.0,SUV,Diesel,Manual,5.0,1498.0,2.0
Honda,Wr-V,808050.0,SUV,Petrol,Manual,5.0,1199.0,2.0
Honda,Wr-V,1048050.0,SUV,Diesel,Manual,5.0,1498.0,2.0
Honda,Wr-V,935050.0,SUV,Petrol,Manual,5.0,1199.0,2.0
Honda,Wr-V,995000.0,SUV,Diesel,Manual,5.0,1498.0,2.0
Mahindra,Tuv300,854328.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Tuv300,914328.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Tuv300,976592.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Tuv300,999614.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Tuv300,1031943.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Tuv300,1022930.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Tuv300,1055259.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Maruti Suzuki,S-Cross,880689.0,Crossover,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,S-Cross,992689.0,Crossover,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,S-Cross,1043689.0,Crossover,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,S-Cross,1143689.0,Crossover,Diesel,Manual,5.0,1248.0,2.0
Renault,Captur,949999.0,SUV,Petrol,Manual,5.0,1498.0,2.0
Renault,Captur,1049999.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Renault,Captur,1299999.0,SUV,Diesel,Manual,5.0,1461.0,4.0
Renault,Captur,1199999.0,SUV,Petrol,Manual,5.0,1498.0,2.0
Mahindra,Xylo,963037.0,SUV,Diesel,Manual,7.0,2489.0,2.0
Mahindra,Xylo,1004487.0,SUV,Diesel,Manual,7.0,2489.0,2.0
Mahindra,Xylo,1031951.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Mahindra,Xylo,1066139.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Mahindra,Xylo,1228335.0,SUV,Diesel,Manual,8.0,2179.0,2.0
Kia,Seltos,989000.0,SUV,Petrol,Manual,5.0,1497.0,2.0
Kia,Seltos,1029000.0,SUV,Petrol,Manual,5.0,1497.0,2.0
Kia,Seltos,1149000.0,SUV,Petrol,Manual,5.0,1497.0,4.0
Kia,Seltos,1309000.0,SUV,Petrol,Manual,5.0,1497.0,2.0
Kia,Seltos,1409000.0,SUV,Petrol,Automatic,5.0,1497.0,4.0
Kia,Seltos,1034000.0,SUV,Diesel,Manual,5.0,1493.0,2.0
Kia,Seltos,1154000.0,SUV,Diesel,Manual,5.0,1493.0,2.0
Kia,Seltos,1254000.0,SUV,Diesel,Manual,5.0,1493.0,4.0
Kia,Seltos,1354000.0,SUV,Diesel,Automatic,5.0,1493.0,4.0
Kia,Seltos,1534000.0,SUV,Diesel,Manual,5.0,1493.0,4.0
Kia,Seltos,1634000.0,SUV,Diesel,Automatic,5.0,1493.0,4.0
Kia,Seltos,1379000.0,SUV,Petrol,Manual,5.0,1353.0,2.0
Kia,Seltos,1529000.0,SUV,Petrol,Manual,5.0,1353.0,4.0
Kia,Seltos,1629000.0,SUV,Petrol,DCT,5.0,1353.0,4.0
Kia,Seltos,1629000.0,SUV,Petrol,Manual,5.0,1353.0,4.0
Kia,Seltos,1414000.0,SUV,Diesel,Manual,5.0,1493.0,4.0
Nissan,Terrano,999900.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Nissan,Terrano,1464900.0,SUV,Diesel,Automatic,5.0,1461.0,2.0
Nissan,Terrano,999900.0,SUV,Petrol,Manual,5.0,1598.0,2.0
