Make,Model,Ex-Showroom_Price,Body_Type,Fuel_Type,Type,Seating_Capacity,Displacement,Number_of_Airbags
Bajaj,Qute (Re60),283000.0,Hatchback,CNG,Manual,4.0,216.0,2.0
Maruti Suzuki,Alto,294800.0,Hatchback,Petrol,Manual,5.0,796.0,2.0
Maruti Suzuki,Alto,299900.0,Hatchback,Petrol,Manual,5.0,796.0,2.0
Maruti Suzuki,Alto,352900.0,Hatchback,Petrol,Manual,5.0,796.0,2.0
Maruti Suzuki,Alto,357200.0,Hatchback,Petrol,Manual,5.0,796.0,1.0
Maruti Suzuki,Alto,376100.0,Hatchback,Petrol,Manual,5.0,796.0,2.0
Maruti Suzuki,Alto,405570.0,Hatchback,CNG + Petrol,Manual,5.0,796.0,2.0
Maruti Suzuki,Alto,409190.0,Hatchback,CNG + Petrol,Manual,5.0,796.0,1.0
Maruti Suzuki,Alto,389600.0,Hatchback,Petrol,Manual,5.0,796.0,2.0
Maruti Suzuki,S-Presso,370500.0,Hatchback,Petrol,Manual,5.0,998.0,1.0
Maruti Suzuki,S-Presso,376500.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Maruti Suzuki,S-Presso,409000.0,Hatchback,Petrol,Manual,5.0,998.0,1.0
Maruti Suzuki,S-Presso,415000.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Maruti Suzuki,S-Presso,432500.0,Hatchback,Petrol,Manual,5.0,998.0,1.0
Maruti Suzuki,S-Presso,438500.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Maruti Suzuki,S-Presso,475500.0,Hatchback,Petrol,AMT,5.0,998.0,1.0
Maruti Suzuki,S-Presso,456000.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Maruti Suzuki,S-Presso,481500.0,Hatchback,Petrol,AMT,5.0,998.0,2.0
Maruti Suzuki,S-Presso,499000.0,Hatchback,Petrol,AMT,5.0,998.0,2.0
Maruti Suzuki,Celerio,426289.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Maruti Suzuki,Celerio,465138.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Maruti Suzuki,Celerio,508138.0,Hatchback,Petrol,Automatic,5.0,998.0,2.0
Maruti Suzuki,Celerio,490924.0,Hatchback,Petrol,Manual,5.0,998.0,1.0
Maruti Suzuki,Celerio,531279.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Maruti Suzuki,Celerio,530000.0,Hatchback,CNG,Manual,5.0,998.0,2.0
Maruti Suzuki,Celerio,533924.0,Hatchback,Petrol,Automatic,5.0,998.0,1.0
Maruti Suzuki,Celerio,434659.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Maruti Suzuki,Celerio,472257.0,Hatchback,Petrol,Manual,5.0,998.0,2.0
Maruti Suzuki,Celerio,515257.0,Hatchback,Petrol,Automatic,5.0,998.0,2.0
Maruti Suzuki,Celerio,543279.0,Hatchback,Petrol,Automatic,5.0,998.0,2.0
Hyundai,Grand I10 Prime,551530.0,Hatchback,Diesel,Manual,5.0,1120.0,2.0
Hyundai,Grand I10 Prime,568930.0,Hatchback,Diesel,Manual,5.0,1120.0,1.0
Hyundai,Grand I10 Prime,460369.0,Hatchback,Petrol,Manual,5.0,1197.0,1.0
Hyundai,Grand I10 Prime,477511.0,Hatchback,Petrol,Manual,5.0,1197.0,1.0
Hyundai,Grand I10 Prime,545946.0,Hatchback,CNG,Manual,5.0,1197.0,2.0
Hyundai,Grand I10 Prime,528804.0,Hatchback,CNG,Manual,5.0,1197.0,2.0
Mahindra,Kuv100 Nxt,488194.0,Hatchback,Petrol,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,532184.0,Hatchback,Petrol,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,590798.0,Hatchback,Diesel,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,619243.0,Hatchback,Diesel,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,667273.0,Hatchback,Diesel,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,579645.0,Hatchback,Petrol,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,631144.0,Hatchback,Petrol,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,754548.0,Hatchback,Diesel,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,693550.0,Hatchback,Petrol,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,787304.0,Hatchback,Diesel,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,701045.0,Hatchback,Petrol,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,794800.0,Hatchback,Diesel,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,573250.0,Hatchback,Petrol,Manual,5.0,1198.0,2.0
Mahindra,Kuv100 Nxt,631146.0,Hatchback,Petrol,Manual,5.0,1198.0,2.0
Mahindra,Kuv100 Nxt,687175.0,Hatchback,Petrol,Manual,5.0,1198.0,2.0
Mahindra,Kuv100 Nxt,660832.0,Hatchback,Diesel,Manual,5.0,1198.0,2.0
Mahindra,Kuv100 Nxt,748128.0,Hatchback,Diesel,Manual,5.0,1198.0,2.0
Mahindra,Kuv100 Nxt,780884.0,Hatchback,Diesel,Manual,5.0,1198.0,2.0
Mahindra,Kuv100 Nxt,550155.0,Hatchback,Diesel,Manual,5.0,1198.0,2.0
Mahindra,Kuv100 Nxt,559741.0,Hatchback,Diesel,Manual,6.0,1198.0,2.0
Mahindra,Kuv100 Nxt,524312.0,Hatchback,Petrol,Manual,5.0,1198.0,2.0
Mahindra,Kuv100 Nxt,542913.0,Hatchback,Petrol,Manual,6.0,1198.0,2.0
Maruti Suzuki,Swift,519000.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki,Swift,619000.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki,Swift,666000.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Maruti Suzuki,Swift,678000.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki,Swift,725000.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Maruti Suzuki,Swift,758000.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Maruti Suzuki,Swift,599000.0,Hatchback,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Swift,698000.0,Hatchback,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Swift,745000.0,Hatchback,Diesel,Automatic,5.0,1248.0,2.0
Maruti Suzuki,Swift,757000.0,Hatchback,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Swift,804000.0,Hatchback,Diesel,Automatic,5.0,1248.0,2.0
Maruti Suzuki,Swift,838000.0,Hatchback,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Swift,802000.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Maruti Suzuki,Swift,884000.0,Hatchback,Diesel,Automatic,5.0,1248.0,2.0
Tata,Altroz,529000.0,Hatchback,Petrol,Manual,5.0,1199.0,2.0
Tata,Altroz,615000.0,Hatchback,Petrol,Manual,5.0,1199.0,2.0
Tata,Altroz,684000.0,Hatchback,Petrol,Manual,5.0,1199.0,2.0
Tata,Altroz,744000.0,Hatchback,Petrol,Manual,5.0,1199.0,2.0
Tata,Altroz,769000.0,Hatchback,Petrol,Manual,5.0,1199.0,2.0
Tata,Altroz,699000.0,Hatchback,Diesel,Manual,5.0,1497.0,2.0
Tata,Altroz,775000.0,Hatchback,Diesel,Manual,5.0,1497.0,2.0
Tata,Altroz,844000.0,Hatchback,Diesel,Manual,5.0,1497.0,2.0
Tata,Altroz,904000.0,Hatchback,Diesel,Manual,5.0,1497.0,2.0
Tata,Altroz,929000.0,Hatchback,Diesel,Manual,5.0,1497.0,2.0
Icml,Extreme,642478.0,SUV,Diesel,Manual,9.0,1994.0,2.0
Icml,Extreme,589678.0,SUV,Diesel,Manual,9.0,1994.0,2.0
Icml,Extreme,689761.0,SUV,Diesel,Manual,9.0,1994.0,2.0
Icml,Extreme,788177.0,SUV,Diesel,Manual,9.0,1994.0,2.0
Icml,Extreme,2650777.0,SUV,Diesel,Manual,9.0,1994.0,2.0
Icml,Extreme,628072.0,SUV,Diesel,Manual,9.0,1994.0,2.0
Icml,Extreme,900967.0,SUV,Diesel,Manual,7.0,1994.0,2.0
Icml,Extreme,1465148.0,SUV,Diesel,Manual,7.0,1994.0,2.0
Icml,Extreme,552890.0,SUV,Diesel,Manual,9.0,1994.0,2.0
Icml,Extreme,927689.0,SUV,Diesel,Manual,7.0,1994.0,2.0
Icml,Extreme,835275.0,SUV,Diesel,Manual,9.0,1994.0,2.0
Tata,Tigor,575000.0,Sedan,Petrol,Manual,5.0,1199.0,2.0
Tata,Tigor,610000.0,Sedan,Petrol,Manual,5.0,1199.0,2.0
Tata,Tigor,650000.0,Sedan,Petrol,Manual,5.0,1199.0,2.0
Tata,Tigor,699000.0,Sedan,Petrol,Manual,5.0,1199.0,2.0
Tata,Tigor,660000.0,Sedan,Petrol,AMT,5.0,1199.0,2.0
Tata,Tigor,749000.0,Sedan,Petrol,AMT,5.0,1199.0,2.0
Tata,Zest,582287.0,Sedan,Petrol,Manual,5.0,1193.0,2.0
Tata,Zest,702946.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Tata,Zest,653926.0,Sedan,Petrol,Manual,5.0,1193.0,2.0
Tata,Zest,672641.0,Sedan,Petrol,Manual,5.0,1193.0,2.0
Tata,Zest,732475.0,Sedan,Petrol,Manual,5.0,1193.0,2.0
Tata,Zest,767317.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Tata,Zest,793898.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Tata,Zest,855362.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Tata,Zest,836320.0,Sedan,Diesel,AMT,5.0,1248.0,2.0
Tata,Zest,989000.0,Sedan,Diesel,Automatic,5.0,1248.0,2.0
Tata,Zest,788797.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Honda,Amaze,763000.0,Sedan,Petrol,Automatic,5.0,1199.0,2.0
Honda,Amaze,705000.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Honda,Amaze,593000.0,Sedan,Petrol,Manual,5.0,1199.0,2.0
Honda,Amaze,865000.0,Sedan,Diesel,Automatic,5.0,1498.0,2.0
Honda,Amaze,823000.0,Sedan,Petrol,Automatic,5.0,1199.0,2.0
Honda,Amaze,925000.0,Sedan,Diesel,Automatic,5.0,1498.0,2.0
Honda,Amaze,785000.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Honda,Amaze,893000.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Honda,Amaze,845000.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Honda,Amaze,781000.0,Sedan,Petrol,Manual,5.0,1199.0,2.0
Honda,Amaze,733000.0,Sedan,Petrol,Manual,5.0,1199.0,2.0
Honda,Amaze,673000.0,Sedan,Petrol,Manual,5.0,1198.0,2.0
Honda,Amaze,906000.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Honda,Amaze,794000.0,Sedan,Petrol,Manual,5.0,1199.0,2.0
Honda,Amaze,966000.0,Sedan,Diesel,Automatic,5.0,1498.0,2.0
Honda,Amaze,864000.0,Sedan,Petrol,Automatic,5.0,1199.0,2.0
Honda,Amaze,979300.0,Sedan,Diesel,Automatic,5.0,1498.0,2.0
Honda,Amaze,877300.0,Sedan,Petrol,Automatic,5.0,1199.0,2.0
Honda,Amaze,906300.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Honda,Amaze,794300.0,Sedan,Petrol,Manual,5.0,1199.0,2.0
Maruti Suzuki,Gypsy,637343.0,SUV,Petrol,Manual,8.0,1298.0,2.0
Maruti Suzuki,Gypsy,622730.0,SUV,Petrol,Manual,8.0,1298.0,2.0
Hyundai,Venue,655000.0,SUV,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Venue,826000.0,SUV,Petrol,Manual,5.0,998.0,2.0
Hyundai,Venue,780000.0,SUV,Diesel,Manual,5.0,1397.0,2.0
Hyundai,Venue,959000.0,SUV,Petrol,Manual,5.0,998.0,2.0
Hyundai,Venue,974000.0,SUV,Petrol,Manual,5.0,998.0,2.0
Hyundai,Venue,1065000.0,SUV,Petrol,Manual,5.0,998.0,6.0
Hyundai,Venue,940000.0,SUV,Petrol,DCT,5.0,998.0,2.0
Hyundai,Venue,1115500.0,SUV,Petrol,DCT,5.0,998.0,2.0
Hyundai,Venue,725000.0,SUV,Petrol,Manual,5.0,1197.0,2.0
Hyundai,Venue,850000.0,SUV,Diesel,Manual,5.0,1397.0,2.0
Hyundai,Venue,983000.0,SUV,Diesel,Manual,5.0,1397.0,2.0
Hyundai,Venue,998000.0,SUV,Diesel,Manual,5.0,1397.0,2.0
Hyundai,Venue,1089000.0,SUV,Diesel,Manual,5.0,1397.0,6.0
Tata,Nexon,695000.0,SUV,Petrol,Manual,5.0,1198.0,2.0
Tata,Nexon,770000.0,SUV,Petrol,Manual,5.0,1198.0,2.0
Tata,Nexon,870000.0,SUV,Petrol,Manual,5.0,1198.0,2.0
Tata,Nexon,950000.0,SUV,Petrol,Manual,5.0,1198.0,2.0
Tata,Nexon,970000.0,SUV,Petrol,Manual,5.0,1198.0,2.0
Tata,Nexon,1040000.0,SUV,Petrol,Manual,5.0,1198.0,2.0
Tata,Nexon,1060000.0,SUV,Petrol,Automatic,5.0,1198.0,2.0
Tata,Nexon,830000.0,SUV,Petrol,Automatic,5.0,1198.0,2.0
Tata,Nexon,1010000.0,SUV,Petrol,Automatic,5.0,1198.0,2.0
Tata,Nexon,1030000.0,SUV,Petrol,Automatic,5.0,1198.0,2.0
Tata,Nexon,1100000.0,SUV,Petrol,Automatic,5.0,1198.0,2.0
Tata,Nexon,1120000.0,SUV,Petrol,Automatic,5.0,1198.0,2.0
Tata,Nexon,845000.0,SUV,Diesel,Manual,5.0,1497.0,2.0
Tata,Nexon,920000.0,SUV,Diesel,Manual,5.0,1497.0,2.0
Tata,Nexon,1020000.0,SUV,Diesel,Manual,5.0,1497.0,2.0
Tata,Nexon,1100000.0,SUV,Diesel,Manual,5.0,1497.0,2.0
Tata,Nexon,1120000.0,SUV,Diesel,Manual,5.0,1497.0,2.0
Tata,Nexon,1190000.0,SUV,Diesel,Manual,5.0,1497.0,2.0
Tata,Nexon,1210000.0,SUV,Diesel,Manual,5.0,1497.0,2.0
Tata,Nexon,980000.0,SUV,Diesel,Automatic,5.0,1497.0,2.0
Tata,Nexon,1160000.0,SUV,Diesel,Automatic,5.0,1497.0,2.0
Tata,Nexon,1180000.0,SUV,Diesel,Automatic,5.0,1497.0,2.0
Tata,Nexon,1250000.0,SUV,Diesel,Automatic,5.0,1497.0,2.0
Tata,Nexon,1270000.0,SUV,Diesel,Automatic,5.0,1497.0,2.0
Fiat,Linea,715860.0,Sedan,Petrol,Manual,5.0,1368.0,2.0
Fiat,Linea,862175.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Fiat,Linea,932025.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Fiat,Linea,991434.0,Sedan,Diesel,Manual,5.0,1248.0,2.0
Fiat,Linea,997763.0,Sedan,Petrol,Manual,5.0,1368.0,2.0
Mahindra,Bolero Power Plus,886398.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Bolero Power Plus,851302.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Bolero Power Plus,785656.0,SUV,Diesel,Manual,7.0,1493.0,2.0
Mahindra,Bolero Power Plus,749192.0,SUV,Diesel,Manual,7.0,1493.0,1.0
Mahindra,Bolero Power Plus,859497.0,SUV,Diesel,Manual,7.0,2523.0,2.0
Mahindra,Bolero Power Plus,819117.0,SUV,Diesel,Manual,9.0,2523.0,2.0
Maruti Suzuki,Vitara Brezza,762742.0,SUV,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Vitara Brezza,814742.0,SUV,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Vitara Brezza,892243.0,SUV,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Vitara Brezza,987743.0,SUV,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Vitara Brezza,1003552.0,SUV,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Vitara Brezza,1037742.0,SUV,Diesel,Manual,5.0,1248.0,2.0
Maruti Suzuki,Vitara Brezza,864742.0,SUV,Diesel,Automatic,5.0,1248.0,1.0
Maruti Suzuki,Vitara Brezza,942243.0,SUV,Diesel,Automatic,5.0,1248.0,2.0
Maruti Suzuki,Vitara Brezza,1059742.0,SUV,Diesel,Automatic,5.0,1248.0,2.0
Hyundai,I20 Active,774035.0,Hatchback,Petrol,Manual,5.0,1197.0,2.0
Hyundai,I20 Active,858536.0,Hatchback,Petrol,Manual,5.0,1197.0,6.0
Hyundai,I20 Active,882298.0,Hatchback,Petrol,Manual,5.0,1197.0,6.0
Hyundai,I20 Active,993393.0,Hatchback,Diesel,Manual,5.0,1396.0,6.0
Ford,Ecosport,791000.0,SUV,Petrol,Manual,5.0,1497.0,2.0
Ford,Ecosport,871000.0,SUV,Petrol,Manual,5.0,1497.0,2.0
Ford,Ecosport,950000.0,SUV,Petrol,Manual,5.0,1497.0,2.0
Ford,Ecosport,1130000.0,SUV,Petrol,Automatic,5.0,1497.0,6.0
Ford,Ecosport,841000.0,SUV,Diesel,Manual,5.0,1498.0,2.0
Ford,Ecosport,921000.0,SUV,Diesel,Manual,5.0,1498.0,2.0
Ford,Ecosport,999900.0,SUV,Diesel,Manual,5.0,1498.0,2.0
Ford,Ecosport,1090000.0,SUV,Diesel,Manual,5.0,1498.0,6.0
Ford,Ecosport,999900.0,SUV,Petrol,Manual,5.0,1497.0,6.0
Ford,Ecosport,1145000.0,SUV,Diesel,Manual,5.0,1498.0,6.0
Ford,Ecosport,999900.0,SUV,Petrol,Manual,5.0,1497.0,6.0
Ford,Ecosport,1090000.0,SUV,Diesel,Manual,5.0,1498.0,6.0
Renault,Duster,799990.0,SUV,Petrol,Manual,5.0,1498.0,2.0
Renault,Duster,919990.0,SUV,Petrol,Manual,5.0,1498.0,2.0
Renault,Duster,999990.0,SUV,Petrol,CVT,5.0,1498.0,2.0
Renault,Duster,929990.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Renault,Duster,999990.0,SUV,Diesel,Manual,5.0,1461.0,2.0
Renault,Duster,1119990.0,SUV,Diesel,Automatic,5.0,1461.0,2.0
Renault,Duster,1209990.0,SUV,Diesel,Automatic,5.0,1461.0,2.0
Renault,Duster,1249990.0,SUV,Diesel,Automatic,5.0,1461.0,2.0
Renault,Duster,1249990.0,SUV,Diesel,Automatic,5.0,1461.0,2.0
Hyundai,Verna,999900.0,Sedan,Petrol,Manual,5.0,1591.0,2.0
Hyundai,Verna,1172544.0,Sedan,Diesel,Manual,5.0,1582.0,2.0
Hyundai,Verna,1301881.0,Sedan,Diesel,Manual,5.0,1582.0,6.0
Hyundai,Verna,1172999.0,Sedan,Petrol,Manual,5.0,1591.0,6.0
Hyundai,Verna,1328545.0,Sedan,Diesel,Automatic,5.0,1582.0,2.0
Hyundai,Verna,1287999.0,Sedan,Petrol,Automatic,5.0,1591.0,6.0
Hyundai,Verna,933182.0,Sedan,Petrol,Manual,5.0,1396.0,2.0
Hyundai,Verna,817867.0,Sedan,Petrol,Manual,5.0,1396.0,2.0
Hyundai,Verna,1178894.0,Sedan,Petrol,Manual,5.0,1591.0,6.0
Hyundai,Verna,1162875.0,Sedan,Petrol,Automatic,5.0,1591.0,6.0
Hyundai,Verna,1407871.0,Sedan,Diesel,Automatic,5.0,1582.0,2.0
Hyundai,Verna,942867.0,Sedan,Diesel,Manual,5.0,1396.0,2.0
Hyundai,Verna,999900.0,Sedan,Diesel,Manual,5.0,1396.0,2.0
Mahindra,Xuv300,830127.0,SUV,Petrol,Manual,5.0,1197.0,2.0
Mahindra,Xuv300,915128.0,SUV,Petrol,Manual,5.0,1197.0,2.0
Mahindra,Xuv300,1060129.0,SUV,Petrol,Manual,5.0,1197.0,2.0
Mahindra,Xuv300,1184129.0,SUV,Petrol,Manual,5.0,1197.0,2.0
Mahindra,Xuv300,869131.0,SUV,Diesel,Manual,5.0,1497.0,2.0
Mahindra,Xuv300,950131.0,SUV,Diesel,Manual,5.0,1497.0,2.0
Mahindra,Xuv300,1095129.0,SUV,Diesel,Manual,5.0,1497.0,2.0
Mahindra,Xuv300,1214130.0,SUV,Diesel,Manual,5.0,1497.0,2.0
Mahindra,Xuv300,1149800.0,SUV,Diesel,Automatic,5.0,1497.0,2.0
Mahindra,Xuv300,1269131.0,SUV,Diesel,Automatic,5.0,1497.0,2.0
Mahindra,Xuv300,999000.0,SUV,Diesel,AMT,5.0,1497.0,2.0
Renault,Lodgy,863299.0,MUV,Diesel,Manual,8.0,1461.0,2.0
Renault,Lodgy,964199.0,MUV,Diesel,Manual,8.0,1461.0,2.0
Renault,Lodgy,1211599.0,MUV,Diesel,Manual,5.0,1461.0,2.0
Renault,Lodgy,1211599.0,MUV,Diesel,Manual,7.0,1461.0,2.0
Renault,Lodgy,1053899.0,MUV,Diesel,Manual,8.0,1461.0,2.0
Renault,Lodgy,1130099.0,MUV,Diesel,Manual,8.0,1461.0,2.0
Renault,Lodgy,964199.0,MUV,Diesel,Manual,7.0,1461.0,2.0
Volkswagen,Vento,876500.0,Sedan,Petrol,Manual,5.0,1598.0,2.0
Volkswagen,Vento,999900.0,Sedan,Petrol,Manual,5.0,1598.0,2.0
Volkswagen,Vento,999900.0,Sedan,Petrol,Manual,5.0,1598.0,2.0
Volkswagen,Vento,1197500.0,Sedan,Petrol,Automatic,5.0,1197.0,2.0
Volkswagen,Vento,1449500.0,Sedan,Petrol,Automatic,5.0,1197.0,2.0
Volkswagen,Vento,958500.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Volkswagen,Vento,999900.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Volkswagen,Vento,1210500.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Volkswagen,Vento,1336500.0,Sedan,Diesel,Automatic,5.0,1498.0,2.0
Volkswagen,Vento,1317500.0,Sedan,Diesel,Automatic,5.0,1498.0,2.0
Volkswagen,Vento,1449500.0,Hatchback,Diesel,Manual,5.0,1498.0,2.0
Volkswagen,Vento,1317500.0,Hatchback,Petrol,Automatic,5.0,1197.0,2.0
Mahindra,E2O Plus,881425.0,Hatchback,Electric,Automatic,4.0,1858.804588607595,2.0
Mahindra,E2O Plus,957177.0,Hatchback,Electric,Automatic,4.0,1858.804588607595,2.0
Tata,Tigor Ev,960868.0,Sedan,Electric,Automatic,5.0,1858.804588607595,2.0
Tata,Tigor Ev,975868.0,Sedan,Electric,Automatic,5.0,1858.804588607595,2.0
Tata,Tigor Ev,944175.0,Sedan,Electric,Automatic,5.0,1858.804588607595,1.0
Honda,Brv,952900.0,SUV,Petrol,Manual,7.0,1497.0,2.0
Honda,Brv,1052900.0,SUV,Petrol,Manual,7.0,1497.0,2.0
Honda,Brv,1167900.0,SUV,Petrol,Manual,7.0,1497.0,2.0
Honda,Brv,1271900.0,SUV,Petrol,Manual,7.0,1497.0,2.0
Honda,Brv,1285900.0,SUV,Petrol,Automatic,7.0,1497.0,2.0
Honda,Brv,1187900.0,SUV,Diesel,Manual,7.0,1498.0,2.0
Honda,Brv,1273900.0,SUV,Diesel,Manual,7.0,1498.0,2.0
Honda,Brv,1382900.0,SUV,Diesel,Manual,7.0,1498.0,2.0
Mahindra,Thar,959860.0,SUV,Diesel,Manual,6.0,2498.0,2.0
Mahindra,Thar,999148.0,SUV,Diesel,Manual,6.0,2498.0,2.0
Mahindra,Thar,974860.0,SUV,Diesel,Manual,6.0,2498.0,2.0
Force,Gurkha,999000.0,SUV,Diesel,Manual,7.0,2596.0,2.0
Force,Gurkha,1075000.0,SUV,Diesel,Manual,5.0,2596.0,2.0
Force,Gurkha,1299000.0,SUV,Diesel,Manual,5.0,2149.0,2.0
Force,Gurkha,1330000.0,SUV,Diesel,Manual,5.0,2149.0,2.0
Force,Gurkha,975000.0,SUV,Diesel,Manual,7.0,2596.0,2.0
Force,Gurkha,1225000.0,SUV,Diesel,Manual,5.0,2596.0,2.0
Maruti Suzuki,Xl6,984689.0,MPV,Petrol,Manual,6.0,1462.0,2.0
Maruti Suzuki,Xl6,1041189.0,MPV,Petrol,Manual,6.0,1462.0,2.0
Maruti Suzuki,Xl6,1094689.0,MPV,Petrol,Automatic,6.0,1462.0,2.0
Maruti Suzuki,Xl6,1151189.0,MPV,Petrol,Automatic,6.0,1462.0,2.0
Fiat,Abarth Avventura,989219.0,Crossover,Petrol,Manual,5.0,1368.0,2.0
Mahindra,Tuv300 Plus,992748.0,SUV,Diesel,Manual,9.0,2179.0,2.0
Mahindra,Tuv300 Plus,1029650.0,SUV,Diesel,Manual,9.0,2179.0,2.0
Mahindra,Tuv300 Plus,1142157.0,SUV,Diesel,Manual,9.0,2179.0,2.0
Mahindra,Marazzo,999900.0,MPV,Diesel,Manual,7.0,1497.0,2.0
Mahindra,Marazzo,1156471.0,MPV,Diesel,Manual,7.0,1497.0,2.0
Mahindra,Marazzo,1308592.0,MPV,Diesel,Manual,7.0,1497.0,2.0
Mahindra,Marazzo,1468440.0,MPV,Diesel,Manual,7.0,1497.0,2.0
Mahindra,Marazzo,999900.0,MPV,Diesel,Manual,8.0,1497.0,2.0
Mahindra,Marazzo,1164569.0,MPV,Diesel,Manual,8.0,1497.0,2.0
Mahindra,Marazzo,1316690.0,MPV,Diesel,Manual,8.0,1497.0,2.0
Mahindra,Marazzo,1476538.0,MPV,Diesel,Manual,8.0,1497.0,2.0
Mahindra,Scorpio,999994.0,SUV,Diesel,Manual,9.0,2523.0,2.0
Mahindra,Scorpio,1236258.0,SUV,Diesel,Manual,5.0,2179.0,2.0
Mahindra,Scorpio,1123158.0,SUV,Diesel,Manual,5.0,2179.0,2.0
Mahindra,Scorpio,1220030.0,SUV,Diesel,Manual,9.0,2179.0,2.0
Mahindra,Scorpio,1330006.0,SUV,Diesel,Manual,9.0,2179.0,2.0
Mahindra,Scorpio,1360668.0,SUV,Diesel,Manual,9.0,2179.0,2.0
Mahindra,Scorpio,1540081.0,SUV,Diesel,Manual,9.0,2179.0,2.0
Mahindra,Scorpio,1663054.0,SUV,Diesel,Manual,9.0,2179.0,2.0
Mahindra,Scorpio,1423710.0,SUV,Diesel,Manual,9.0,2179.0,2.0
Skoda,Monte Carlo,1425599.0,Sedan,Diesel,Automatic,5.0,1498.0,2.0
Skoda,Monte Carlo,1269599.0,Sedan,Petrol,Automatic,5.0,1598.0,2.0
Skoda,Monte Carlo,1299599.0,Sedan,Diesel,Manual,5.0,1498.0,2.0
Skoda,Monte Carlo,1139599.0,Sedan,Petrol,Manual,5.0,1598.0,2.0
Mahindra,Xuv500,1610180.0,SUV,Petrol,Automatic,7.0,2179.0,2.0
Mahindra,Xuv500,1418313.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Mahindra,Xuv500,1539488.0,SUV,Diesel,Automatic,7.0,2179.0,6.0
Mahindra,Xuv500,1588943.0,SUV,Diesel,Manual,7.0,2179.0,2.0
Mahindra,Xuv500,1710118.0,SUV,Diesel,Automatic,7.0,2179.0,2.0
Mahindra,Xuv500,1716319.0,SUV,Diesel,Manual,7.0,2179.0,6.0
Mahindra,Xuv500,1837586.0,SUV,Diesel,Automatic,7.0,2179.0,6.0
Mahindra,Xuv500,1741319.0,SUV,Diesel,Manual,7.0,2179.0,6.0
Mahindra,Xuv500,1862586.0,SUV,Diesel,Automatic,7.0,2179.0,6.0
